UnitID,Code.x,Description,IndicatorID,CategoryID,Name,Code.y,Parameters,Units,YearMin,YearMax,MonthMin,MonthMax,DepthMin,DepthMax,Metric,Response,Applied,Comments,ACDEV,GTC_HM,GTC_ML,STC_HM,STC_ML,GSC_HM,GSC_ML,SSC_HM,SSC_ML,IW,ET,EQR_HG,EQR_GM,EQR_MP,EQR_PB,W,Thres,NSTC100,Period,ES,SD,EQR,EQRS,N,N_OBS,GTC,STC,GSC,SSC,EQRS_Class,TC,TC_Class,SC,SC_Class,AC_SE,AC_NPA,AC_PA,AC,ACC,ACC_Class,C,C_Class
10,CODEDK,Coastal DEDK,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,2.9,,,,,,1,6,20152020,2.13073350552956,0.499438190728599,0.87910633425907,0.863143073799566,6,215,75,100,100,75,High,87.5,High,87.5,High,0.0340614018992279,1,0,1,100,High,91.6666666666667,High
10,CODEDK,Coastal DEDK,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,2.9,,,,,,1,6,20152020,1.89466642352843,0.0804687920912703,0.992967626945015,0.992661871594798,6,12162998,100,100,100,100,High,100,High,100,High,2.30731646155827e-05,1,0,1,100,High,100,High
10,CODEDK,Coastal DEDK,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,2.9,,,,,,1,6,20152020,2.01269996452899,0.248925669502734,0.934722243529372,0.931884080204562,6,12163213,87.5,100,100,87.5,High,93.75,High,93.75,High,7.13749024708054e-05,1,0,1,100,High,95.8333333333333,High
11,CUK1,Coastal UK 1,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,11.7,,,,,,1,,20152018,7.04729166666667,1.13696877858287,0.996736188505015,0.996594283657407,2,11,25,0,100,0,High,12.5,Low,50,Moderate,0.342808985173459,1,0,1,100,High,54.1666666666667,Moderate
11,CUK1,Coastal UK 1,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.82,,,,,,1,,20152018,0.474166666666667,0.0577470537969014,1,1,2,11,25,0,100,0,High,12.5,Low,50,Moderate,0.0174113918357082,1,0,1,100,High,54.1666666666667,Moderate
11,CUK1,Coastal UK 1,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20172020,7.89517857142857,1.12099830614544,0.789517857142857,0.803521541950114,4,11,0,0,75,0,High,0,Low,37.5,Low,0.337993706555308,0.999999989715231,1.02847687033503e-08,0.999999989715231,100,High,45.8333333333333,Low
11,CUK1,Coastal UK 1,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,,,,,,1,,20172020,1.3875,0.859702387134318,0.826066572902016,0.777976338214611,3,16,0,0,66.6666666666667,33.3333333333333,Good,0,Low,50,Moderate,0.214925596783579,0.927025674497503,0.0729743255024972,0.927025674497503,100,High,50,Moderate
11,CUK1,Coastal UK 1,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,,,,,,1,6,20152020,1.23130912979971,0.148002488975083,0.919404262463949,0.914195023983381,6,5631898,100,100,100,100,High,100,High,100,High,6.23651008128609e-05,1,0,1,100,High,100,High
11,CUK1,Coastal UK 1,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,1.7,,,,,,1,3,20152020,1.28229290934412,0.275303803226186,0.881325594659578,0.865087236104129,6,5631914,75,100,91.6666666666667,83.3333333333333,High,87.5,High,87.5,High,0.00011600700212944,1,0,1,100,High,91.6666666666667,High
12,CUKC,Coastal UK channel,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,12.8,,,,,,1,,20152017,7.5215,4.30840161776963,0.903734544536967,0.899389945228659,2,13,25,0,75,0,High,12.5,Low,37.5,Low,1.19493561139696,0.999995005071241,4.99492875882801e-06,0.999995005071241,100,High,50,Moderate
12,CUKC,Coastal UK channel,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.74,,,,,,1,,20152017,0.46725,0.133996735034851,0.938908659549229,0.936252514312239,2,13,25,0,75,0,High,12.5,Low,37.5,Low,0.0371640076086859,0.999999999999892,1.07580611086178e-13,0.999999999999892,100,High,50,Moderate
12,CUKC,Coastal UK channel,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20162020,9.11414285714286,1.05822415741984,0.902771428571429,0.913574603174603,5,34,50,10,80,10,High,30,Low,45,Low,0.181483945761127,1,0,1,100,High,58.3333333333333,Moderate
12,CUKC,Coastal UK channel,6,12,Total Phosphorus,TP,PTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,,20152018,0.0213988095238095,0.0118977658014335,,,4,20,0,0,25,0,,0,Low,12.5,Low,0.00266042131123775,,,,,,,
12,CUKC,Coastal UK channel,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,2.3,,,,,,1,,20152020,0.829662698412698,0.417993563517551,1,1,6,26,0,0,16.6666666666667,0,High,0,Low,8.33333333333333,Low,0.0819752821896992,1,0,1,100,High,36.1111111111111,Low
12,CUKC,Coastal UK channel,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,2.3,,,,,,1,6,20152020,1.79079653888646,0.159231984209979,0.862019387085581,0.85318874965424,6,3693721,100,100,100,100,High,100,High,100,High,8.28510969147161e-05,1,0,1,100,High,100,High
12,CUKC,Coastal UK channel,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,2.3,,,,,,1,,20152020,1.31022961864958,0.201985557749131,1,1,6,3693747,50,50,58.3333333333333,50,High,50,Moderate,54.1666666666667,Moderate,0.000105096135089643,1,0,1,100,High,68.0555555555556,Moderate
13,CWAC,Coastal Waters AC (D5),1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,,,,,,,,,20152020,11.624375,2.10971006598063,,,4,34,50,0,100,25,,25,Low,62.5,Moderate,0.361812291376587,,,,,,,
13,CWAC,Coastal Waters AC (D5),2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,,,,,,,,,20152020,0.5901875,0.0309323017518365,,,4,34,50,0,100,25,,25,Low,62.5,Moderate,0.0053048459856411,,,,,,,
13,CWAC,Coastal Waters AC (D5),302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,,,,,,,,6,20152020,1.7918733280455,0.104954092019445,,,6,3052280,100,100,100,100,,100,High,100,High,6.00740885428782e-05,,,,,,,
13,CWAC,Coastal Waters AC (D5),3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,,,,,,,,6,20152020,1.7918733280455,0.104954092019445,,,6,3052280,100,100,100,100,,100,High,100,High,6.00740885428782e-05,,,,,,,
14,CWBC,Coastal Waters BC (D5),1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,,,,,,,,,20152020,8.43715007215007,4.38975097803617,,,4,42,62.5,0,100,0,,31.25,Low,50,Moderate,0.67735328141035,,,,,,,
14,CWBC,Coastal Waters BC (D5),2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,,,,,,,,,20152020,0.458647186147186,0.223020304797607,,,4,42,62.5,0,100,0,,31.25,Low,50,Moderate,0.0344127801398375,,,,,,,
14,CWBC,Coastal Waters BC (D5),4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,,,20152015,8.78428571428572,,0.878428571428572,0.891936507936508,1,3,0,0,50,0,High,0,Low,25,Low,,,,,,,,
14,CWBC,Coastal Waters BC (D5),302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,,,,,,,,6,20152020,1.60312550197368,0.133877473949436,,,6,1609971,100,100,100,100,,100,High,100,High,0.000105511180640808,,,,,,,
14,CWBC,Coastal Waters BC (D5),3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,,,,,,,,6,20152020,1.60312550197368,0.133877473949436,,,6,1609971,100,100,100,100,,100,High,100,High,0.000105511180640808,,,,,,,
15,CWCC,Coastal Waters CC (D5),1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,,,,,,,,,20192020,7.34821428571429,3.42694250739337,,,2,11,25,0,0,0,,12.5,Low,0,Low,1.03326204319487,,,,,,,
15,CWCC,Coastal Waters CC (D5),2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,,,,,,,,,20192020,0.420892857142857,0.004798224586623,,,2,11,25,0,0,0,,12.5,Low,0,Low,0.00144671914669878,,,,,,,
15,CWCC,Coastal Waters CC (D5),302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,,,,,,,,6,20152020,1.16721907202771,0.246507391889132,,,6,876829,100,100,100,100,,100,High,100,High,0.000263252493952231,,,,,,,
15,CWCC,Coastal Waters CC (D5),3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,,,,,,,,6,20152020,1.16721907202771,0.246507391889132,,,6,876829,100,100,100,100,,100,High,100,High,0.000263252493952231,,,,,,,
16,CWM,Channel well mixed,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,8.3,,,,,,1,,20152017,4.259,2.43103311371935,0.962808074049292,0.961191033790566,2,20,50,0,100,0,High,25,Low,50,Moderate,0.543595529782944,0.999999999999947,5.27355936696949e-14,0.999999999999947,100,High,58.3333333333333,Moderate
16,CWM,Channel well mixed,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.66,,,,,,1,,20152017,0.385,0.00989949493661167,1,1,2,20,50,0,100,0,High,25,Low,50,Moderate,0.00221359436211787,1,0,1,100,High,58.3333333333333,Moderate
16,CWM,Channel well mixed,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20162020,7.99385714285714,1.57691975647696,0.788357142857143,0.801333333333333,5,141,80,0,80,60,High,40,Low,70,Moderate,0.132800600228482,1,0,1,100,High,70,Moderate
16,CWM,Channel well mixed,6,12,Total Phosphorus,TP,PTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,,20152019,0.0122111111111111,0.00285285215742049,,,4,50,25,0,62.5,37.5,,12.5,Low,50,Moderate,0.000403454221246941,,,,,,,
16,CWM,Channel well mixed,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.3,,,,,,1,,20152020,0.873583896940419,0.563345079304436,0.892691622103387,0.862623466498899,5,78,40,0,80,30,High,20,Low,55,Moderate,0.0637862695594779,0.99999999998846,1.15402132294662e-11,0.99999999998846,100,High,58.3333333333333,Moderate
16,CWM,Channel well mixed,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.3,,,,,,1,6,20152020,0.804986538436905,0.143724778332473,0.961888592713344,0.960231575005228,6,24924169,100,100,100,100,High,100,High,100,High,2.87886502684825e-05,1,0,1,100,High,100,High
16,CWM,Channel well mixed,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,1.3,,,,,,1,1,20152020,0.830727238478536,0.210390877571436,0.948489162164019,0.939043523055085,6,24924247,75,58.3333333333333,91.6666666666667,70.8333333333333,High,66.6666666666667,Moderate,81.25,High,4.2142071721486e-05,1,0,1,100,High,82.6388888888889,High
17,CWMTI,Channel well mixed tidal influenced,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,9.2,,,,,,1,,20152020,8.20151404151404,2.45900511823637,0.784554131235851,0.749601200149506,6,35,33.3333333333333,0,66.6666666666667,8.33333333333333,Good,16.6666666666667,Low,37.5,Low,0.415647727615333,0.99185251254451,0.00814748745548966,0.99185251254451,100,High,51.3888888888889,Moderate
17,CWMTI,Channel well mixed tidal influenced,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.69,,,,,,1,,20152020,0.471727106227106,0.175596210789556,0.883589839383614,0.871159352410343,6,35,33.3333333333333,0,66.6666666666667,8.33333333333333,High,16.6666666666667,Low,37.5,Low,0.0296811769325997,0.999999999999904,9.62563362350011e-14,0.999999999999904,100,High,51.3888888888889,Moderate
17,CWMTI,Channel well mixed tidal influenced,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20162020,9.314,1.06846275230409,0.925485714285714,0.932727437641723,5,134,100,20,100,70,High,60,Moderate,85,High,0.0923011235625259,1,0,1,100,High,81.6666666666667,High
17,CWMTI,Channel well mixed tidal influenced,6,12,Total Phosphorus,TP,PTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,,20152020,0.0145185393537427,0.007980343369668,,,6,122,50,0,83.3333333333333,66.6666666666667,,25,Low,75,High,0.000722506340648358,,,,,,,
17,CWMTI,Channel well mixed tidal influenced,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.5,,,,,,1,,20152020,0.606656204906205,0.0508499424559185,1,1,6,112,41.6666666666667,0,100,41.6666666666667,High,20.8333333333333,Low,70.8333333333333,Moderate,0.00480486792572519,1,0,1,100,High,63.8888888888889,Moderate
17,CWMTI,Channel well mixed tidal influenced,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.5,,,,,,1,6,20152020,0.984945788285014,0.0961721237820973,0.975392362592838,0.974322465314266,6,13557499,100,100,100,100,High,100,High,100,High,2.61191726545155e-05,1,0,1,100,High,100,High
17,CWMTI,Channel well mixed tidal influenced,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,1.5,,,,,,1,,20152020,0.79580099659561,0.0662494114467109,1,1,6,13557611,70.8333333333333,50,100,70.8333333333333,High,60.4166666666667,Moderate,85.4166666666667,High,1.79924556139777e-05,1,0,1,100,High,81.9444444444445,High
18,DB,Dogger Bank,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,7.2,,,,,,1,,20152020,5.28009259259259,1.70777352767008,0.864846244471495,0.841978932701844,6,20,8.33333333333333,8.33333333333333,50,8.33333333333333,High,8.33333333333333,Low,29.1666666666667,Low,0.381869769804491,0.999999751735992,2.48264008240184e-07,0.999999751735992,100,High,45.8333333333333,Low
18,DB,Dogger Bank,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.76,,,,,,1,,20152020,0.464722222222222,0.0952914632218593,0.966837178550301,0.96539531674814,6,20,8.33333333333333,8.33333333333333,50,8.33333333333333,High,8.33333333333333,Low,29.1666666666667,Low,0.0213078189439499,1,0,1,100,High,45.8333333333333,Low
18,DB,Dogger Bank,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20152020,7.52797619047619,0.396749655470105,0.752797619047619,0.773129251700681,6,68,66.6666666666667,16.6666666666667,100,33.3333333333333,Good,41.6666666666667,Low,66.6666666666667,Moderate,0.0481129628361958,1,0,1,100,High,69.4444444444445,Moderate
18,DB,Dogger Bank,5,11,Total Nitrogen,TN,NTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,,20152020,10.4966666666667,1.70382836902991,,,6,34,0,0,100,0,,0,Low,50,Moderate,0.292204154614297,,,,,,,
18,DB,Dogger Bank,6,12,Total Phosphorus,TP,PTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,,20152020,0.418805555555556,0.102474301204777,,,6,44,0,0,100,25,,0,Low,62.5,Moderate,0.0154485821704596,,,,,,,
18,DB,Dogger Bank,7,3,Secchi Depth,SECC,SECC,m,2015,2020,3,10,0,9999,Mean,0,1,,25,26,14,1,3,1,0.6,80,60,50,,,,,,,,,20152020,12,0.984250984251476,,,5,7,0,0,0,0,,0,Low,0,Low,0.372011904571423,,,,,,,
18,DB,Dogger Bank,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.3,,,,,,1,,20152020,0.930833333333333,0.527996654029802,0.874082273358621,0.845822173015351,6,36,0,0,91.6666666666667,8.33333333333333,High,0,Low,50,Moderate,0.0879994423383004,0.99998636257959,1.36374204102729e-05,0.99998636257959,100,High,50,Moderate
18,DB,Dogger Bank,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.3,,,,,,1,6,20152020,0.946717284102664,0.0780378808872276,0.916410900492675,0.912776591818443,6,8773624,100,100,100,100,High,100,High,100,High,2.63460770996191e-05,1,0,1,100,High,100,High
18,DB,Dogger Bank,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,1.3,,,,,,1,,20152020,0.938775308717999,0.26096020259994,0.90156897139698,0.885376958939119,6,8773660,50,50,95.8333333333333,54.1666666666667,High,50,Moderate,75,High,8.81016172423195e-05,1,0,1,100,High,75,High
19,ECPM1,East Coast (permanently mixed) 1,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,10.8,,,,,,1,,20152019,7.50899595959596,0.666958799691304,0.946377752860162,0.944046350810604,5,87,60,0,80,40,High,30,Low,60,Moderate,0.0715054889369417,1,0,1,100,High,63.3333333333333,Moderate
19,ECPM1,East Coast (permanently mixed) 1,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.78,,,,,,1,,20152019,0.569668686868687,0.0722006534862423,0.90364398331067,0.89926689708696,5,87,60,0,80,40,High,30,Low,60,Moderate,0.00774072256260804,1,0,1,100,High,63.3333333333333,Moderate
19,ECPM1,East Coast (permanently mixed) 1,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,2.1,,,,,,1,,20192019,1.085,,1,1,1,2,0,0,0,0,High,0,Low,0,Low,,,,,,,,
19,ECPM1,East Coast (permanently mixed) 1,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,2.1,,,,,,1,6,20152020,1.2563729797106,0.181413971637,0.987014574837678,0.986449991134968,6,1986178,100,100,100,100,High,100,High,100,High,0.000128724628685008,1,0,1,100,High,100,High
19,ECPM1,East Coast (permanently mixed) 1,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,2.1,,,,,,1,5,20152020,1.22563111560879,0.15494382982075,0.993193619864221,0.9928976902931,6,1986180,91.6666666666667,100,91.6666666666667,91.6666666666667,High,95.8333333333333,High,91.6666666666667,High,0.000109942342030207,1,0,1,100,High,95.8333333333333,High
20,ECPM2,East Coast (permanently mixed) 2,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,10.9,,,,,,1,,20162018,6.64222222222222,1.93361013344163,0.953659820958399,0.951645030565286,3,8,0,0,0,0,High,0,Low,0,Low,0.6836344187638,0.999999999764013,2.35987340779786e-10,0.999999999764013,100,High,33.3333333333333,Low
20,ECPM2,East Coast (permanently mixed) 2,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,0.86,,,,,,1,,20162018,0.553888888888889,0.0595430127753909,0.984219001610306,0.983532871245537,3,8,0,0,0,0,High,0,Low,0,Low,0.0210516340528781,1,0,1,100,High,33.3333333333333,Low
20,ECPM2,East Coast (permanently mixed) 2,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20192019,7.78571428571429,,0.778571428571429,0.803174603174604,1,1,0,0,0,0,High,0,Low,0,Low,,,,,,,,
20,ECPM2,East Coast (permanently mixed) 2,6,12,Total Phosphorus,TP,PTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,,20172018,0.01,0,,,2,2,0,0,0,0,,0,Low,0,Low,0,,,,,,,
20,ECPM2,East Coast (permanently mixed) 2,301,,Chlorophyll a (in-situ),CPHL-IN-SITU,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,3.5,,,,,,1,,20192020,1.7325,1.09955104474508,0.964807436918991,0.963277325480686,2,5,0,0,0,0,High,0,Low,0,Low,0.491734176156183,0.999837443559596,0.000162556440403638,0.999837443559596,100,High,33.3333333333333,Low
20,ECPM2,East Coast (permanently mixed) 2,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,3.5,,,,,,1,6,20152020,2.24059144463583,0.231833649193948,0.980302574019706,0.979446164194476,6,612230,100,100,100,100,High,100,High,100,High,0.000296291483156925,1,0,1,100,High,100,High
20,ECPM2,East Coast (permanently mixed) 2,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,3.5,,,,,,1,4,20152020,2.11712190071942,0.214497862440284,0.995014059663531,0.994797279648902,6,612235,83.3333333333333,100,83.3333333333333,83.3333333333333,High,91.6666666666667,High,83.3333333333333,High,0.000274134624119263,1,0,1,100,High,91.6666666666667,High
21,ELPM,Elbe plume,1,11,Dissolved Inorganic Nitrogen,DIN,NTRA+NTRI+AMON,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,26.7,,,,,,1,,20152020,26.7212227564103,7.11709730392336,0.708456240591097,0.640859002081771,6,107,75,25,91.6666666666667,66.6666666666667,Good,50,Moderate,79.1666666666667,High,0.688035765979122,0.48769640640392,0.512303593596081,0.512303593596081,0,Low,43.0555555555556,Low
21,ELPM,Elbe plume,2,12,Dissolved Inorganic Phosphorus,DIP,PHOS,umol/l,2015,2020,11,2,0,10,Mean,1,1,,50,12,6,0,2,0.8,0.4,70,50,50,1.08,,,,,,1,,20152020,0.915467414529915,0.104436788037853,0.796026935335499,0.770824380667483,6,106,75,25,91.6666666666667,66.6666666666667,Good,50,Moderate,79.1666666666667,High,0.0101437975731169,1,0,1,100,High,76.3888888888889,High
21,ELPM,Elbe plume,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,,,,,,1,,20152020,6.92714285714286,0.474483822652768,0.692714285714286,0.70595918367347,6,149,91.6666666666667,16.6666666666667,100,41.6666666666667,Good,54.1666666666667,Moderate,70.8333333333333,Moderate,0.0388712293287043,1,0,1,100,High,75,High
21,ELPM,Elbe plume,5,11,Total Nitrogen,TN,NTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,,,,,,,6,20152020,25.8813927988827,3.73847219514504,,,6,421,100,100,100,75,,100,High,87.5,High,0.182201986229351,,,,,,,
