UnitID,Code.x,Description,IndicatorID,CategoryID,Name,Code.y,Parameters,Units,YearMin,YearMax,MonthMin,MonthMax,DepthMin,DepthMax,Metric,Response,Applied,Comments,ACDEV,GTC_HM,GTC_ML,STC_HM,STC_ML,GSC_HM,GSC_ML,SSC_HM,SSC_ML,IW,ET,EQR_HG,EQR_GM,EQR_MP,EQR_PB,W,Thres,Period,ES,SD,N,NM,GridArea,EQR,EQRS,GTC,NMP,STC,NG,GSC,UnitArea,SSC,C,SE,CI,BEST,EQRS_Class
1,ADPM,Adour plume,4,3,Oxygen Deficiency,DOXY,DOXY,mg/l,2015,2020,7,10,0,500,5th percentile of deepest sample within 10 meters from bottom,0,1,,40,12,6,0,2,0.8,0.4,70,50,50,6,0.775,0.6,0.425,0.25,,1,2016,4.44285714285714,,1,1,69974595.4116092,0.444285714285714,0.422040816326531,0,4,0,2.8320572388819,0,283205723.888189,0,0,,,10,Moderate
1,ADPM,Adour plume,6,12,Total Phosphorus,TP,PTOT,umol/l,2015,2020,1,12,0,10,Mean,1,1,,50,26,14,3,5,1,0.6,70,50,50,,0.808333333333333,0.666666666666667,0.525,0.383333333333333,,,2020,0.02,,1,1,69974595.4116092,,,0,12,0,2.8320572388819,0,283205723.888189,0,0,,,,
1,ADPM,Adour plume,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,TRUE,1,2015,1.24650579423408,1.30372301425906,18413,8,283205723.888188,0.909208235192933,0.905260767157843,100,8,100,2.8320572388819,100,283205723.888189,100,100,0.00960778012184663,0.0188309030101992,1.13333333333333,High
1,ADPM,Adour plume,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,TRUE,1,2016,1.12833189549732,1.22321403550482,16520,8,283205723.888188,1,1,100,8,100,2.8320572388819,100,283205723.888189,100,100,0.0095169422542231,0.0186528640612247,1.13333333333333,High
1,ADPM,Adour plume,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,TRUE,1,2017,1.11890801046162,1.11168124602116,15798,8,283205723.888188,1,1,100,8,100,2.8320572388819,100,283205723.888189,100,100,0.00884462093338775,0.017335138486349,1.13333333333333,High
1,ADPM,Adour plume,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,TRUE,1,2018,2.28121877602907,2.99242809986588,17973,8,283205723.888188,0.49681045292207,0.36020299236057,100,8,100,2.8320572388819,100,283205723.888189,100,100,0.0223209891879841,0.0437483349077567,1.13333333333333,Poor
1,ADPM,Adour plume,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,TRUE,1,2019,1.30701781844838,1.71887656109944,18234,8,283205723.888188,0.867113911789485,0.861336255780332,100,8,100,2.8320572388819,100,283205723.888189,100,100,0.0127292763278477,0.0249489231518397,1.13333333333333,High
1,ADPM,Adour plume,302,,Chlorophyll a (satellite),CPHL-EO,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,TRUE,1,2020,1.97991547639506,2.51886370760121,16230,8,283205723.888188,0.572415008037038,0.466938834875818,100,8,100,2.8320572388819,100,283205723.888189,100,100,0.0197717635961911,0.0387519445593747,1.13333333333333,Moderate
1,ADPM,Adour plume,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,,1,2015,1.24650579423408,,18413,8,283205723.888188,0.909208235192933,0.905260767157843,100,8,100,,100,,100,,,,1.13333333333333,High
1,ADPM,Adour plume,3,2,Chlorophyll a (in-situ & satellite),CPHL,CPHL,ug/l,2015,2020,3,10,0,10,Mean,1,1,,50,26,14,1,3,1,0.6,80,60,100,1.7,0.808333333333333,0.666666666666667,0.525,0.383333333333333,,1,2016,1.12833189549732,,16520,8,283205723.888188,1,1,100,8,100,,100,,100,,,,1.13333333333333,High
